age,gender,department,job_title,years_at_company,satisfaction_level,attrition,age_minus_tenure,maturity_satisfaction_interaction,loyalty_satisfaction_score
35,Female,Research & Development,Manager,7.0,0.5,0,28.0,17.5,3.5
38,Female,Sales,Sales Executive,8.0,0.25,0,30.0,9.5,2.0
26,Female,Research & Development,Manufacturing Director,6.0,0.5,0,20.0,13.0,3.0
50,Male,Research & Development,Research Director,10.0,0.5,0,40.0,25.0,5.0
53,Male,Research & Development,Research Director,5.0,0.75,0,48.0,39.75,3.75
42,Male,Sales,Sales Executive,20.0,0.75,0,22.0,31.5,15.0
29,Male,Sales,Sales Executive,10.0,1.0,0,19.0,29.0,10.0
55,Male,Research & Development,Laboratory Technician,10.0,1.0,0,45.0,55.0,10.0
26,Male,Research & Development,Healthcare Representative,5.0,0.25,0,21.0,6.5,1.25
37,Female,Research & Development,Research Scientist,17.0,1.0,0,20.0,37.0,17.0
44,Male,Research & Development,Laboratory Technician,1.0,0.75,1,43.0,33.0,0.75
38,Male,Research & Development,Healthcare Representative,2.0,1.0,0,36.0,38.0,2.0
26,Male,Research & Development,Laboratory Technician,3.0,0.5,1,23.0,13.0,1.5
28,Female,Research & Development,Research Scientist,5.0,1.0,0,23.0,28.0,5.0
49,Female,Research & Development,Research Director,3.0,0.25,0,46.0,12.25,0.75
36,Male,Research & Development,Research Scientist,8.0,0.5,0,28.0,18.0,4.0
31,Female,Sales,Sales Representative,2.0,0.5,0,29.0,15.5,1.0
26,Male,Sales,Sales Executive,8.0,1.0,1,18.0,26.0,8.0
37,Male,Research & Development,Research Scientist,4.0,1.0,0,33.0,37.0,4.0
42,Female,Sales,Sales Executive,20.0,0.5,0,22.0,21.0,10.0
18,Male,Research & Development,Laboratory Technician,0.0,0.75,1,18.0,13.5,0.0
35,Male,Sales,Sales Executive,11.0,0.5,0,24.0,17.5,5.5
36,Male,Research & Development,Laboratory Technician,1.0,1.0,0,35.0,36.0,1.0
51,Male,Research & Development,Manufacturing Director,4.0,0.5,0,47.0,25.5,2.0
41,Male,Sales,Manager,21.5,0.5,0,19.5,20.5,10.75
18,Female,Sales,Sales Representative,0.0,0.75,0,18.0,13.5,0.0
28,Male,Research & Development,Healthcare Representative,8.0,0.25,0,20.0,7.0,2.0
31,Male,Sales,Sales Executive,8.0,1.0,0,23.0,31.0,8.0
39,Male,Research & Development,Healthcare Representative,18.0,1.0,0,21.0,39.0,18.0
36,Female,Research & Development,Laboratory Technician,9.0,0.5,0,27.0,18.0,4.5
32,Male,Sales,Sales Executive,13.0,0.75,0,19.0,24.0,9.75
38,Female,Research & Development,Research Director,10.0,0.5,0,28.0,19.0,5.0
58,Male,Research & Development,Healthcare Representative,5.0,0.75,0,53.0,43.5,3.75
31,Male,Research & Development,Research Scientist,5.0,1.0,0,26.0,31.0,5.0
31,Male,Human Resources,Human Resources,2.0,0.25,0,29.0,7.75,0.5
45,Male,Research & Development,Laboratory Technician,21.5,0.25,0,23.5,11.25,5.375
31,Male,Research & Development,Research Scientist,2.0,1.0,0,29.0,31.0,2.0
33,Female,Research & Development,Manager,10.0,0.5,0,23.0,16.5,5.0
39,Male,Research & Development,Manager,21.0,0.25,0,18.0,9.75,5.25
43,Female,Research & Development,Laboratory Technician,8.0,1.0,0,35.0,43.0,8.0
49,Female,Research & Development,Healthcare Representative,7.0,0.75,0,42.0,36.75,5.25
52,Male,Research & Development,Research Scientist,8.0,0.5,1,44.0,26.0,4.0
27,Female,Research & Development,Research Scientist,4.0,0.5,0,23.0,13.5,2.0
32,Female,Sales,Sales Executive,13.0,0.5,0,19.0,16.0,6.5
27,Male,Sales,Sales Executive,5.0,0.75,0,22.0,20.25,3.75
31,Male,Sales,Sales Executive,7.0,1.0,0,24.0,31.0,7.0
32,Female,Research & Development,Research Scientist,7.0,1.0,0,25.0,32.0,7.0
28,Male,Research & Development,Research Scientist,3.0,1.0,1,25.0,28.0,3.0
30,Female,Research & Development,Research Scientist,10.0,1.0,0,20.0,30.0,10.0
31,Female,Research & Development,Manufacturing Director,10.0,0.75,0,21.0,23.25,7.5
39,Male,Research & Development,Manager,21.0,1.0,0,18.0,39.0,21.0
39,Female,Sales,Sales Executive,1.0,0.75,1,38.0,29.25,0.75
33,Male,Sales,Sales Executive,7.0,1.0,0,26.0,33.0,7.0
47,Male,Research & Development,Research Director,3.0,0.75,0,44.0,35.25,2.25
43,Female,Research & Development,Laboratory Technician,9.0,0.75,0,34.0,32.25,6.75
27,Male,Sales,Sales Executive,5.0,0.5,0,22.0,13.5,2.5
54,Female,Research & Development,Research Scientist,4.0,0.75,0,50.0,40.5,3.0
43,Female,Research & Development,Healthcare Representative,1.0,0.25,0,42.0,10.75,0.25
45,Male,Research & Development,Research Scientist,10.0,1.0,0,35.0,45.0,10.0
40,Male,Sales,Sales Executive,4.0,1.0,0,36.0,40.0,4.0
29,Male,Research & Development,Laboratory Technician,7.0,0.25,1,22.0,7.25,1.75
29,Male,Research & Development,Laboratory Technician,3.0,1.0,0,26.0,29.0,3.0
30,Female,Sales,Sales Executive,10.0,0.75,0,20.0,22.5,7.5
27,Female,Sales,Sales Executive,8.0,0.5,0,19.0,13.5,4.0
37,Male,Research & Development,Manufacturing Director,6.0,1.0,0,31.0,37.0,6.0
38,Male,Research & Development,Research Director,11.0,1.0,0,27.0,38.0,11.0
29,Female,Sales,Sales Executive,7.0,0.5,0,22.0,14.5,3.5
35,Male,Research & Development,Manufacturing Director,16.0,0.5,0,19.0,17.5,8.0
23,Male,Research & Development,Research Scientist,4.0,1.0,0,19.0,23.0,4.0
41,Male,Research & Development,Manufacturing Director,5.0,0.5,0,36.0,20.5,2.5
47,Male,Sales,Sales Representative,0.0,0.75,0,47.0,35.25,0.0
42,Female,Research & Development,Research Director,1.0,1.0,0,41.0,42.0,1.0
29,Male,Sales,Sales Executive,4.0,0.75,0,25.0,21.75,3.0
42,Male,Human Resources,Human Resources,3.0,0.75,0,39.0,31.5,2.25
32,Female,Research & Development,Laboratory Technician,8.0,0.5,0,24.0,16.0,4.0
48,Female,Sales,Manager,0.0,0.75,0,48.0,36.0,0.0
37,Male,Research & Development,Research Scientist,7.0,0.25,0,30.0,9.25,1.75
30,Female,Sales,Sales Executive,2.0,0.75,0,28.0,22.5,1.5
26,Male,Sales,Sales Executive,8.0,0.75,0,18.0,19.5,6.0
42,Male,Research & Development,Healthcare Representative,1.0,1.0,0,41.0,42.0,1.0
21,Female,Sales,Sales Representative,3.0,0.5,1,18.0,10.5,1.5
36,Female,Sales,Sales Executive,1.0,1.0,0,35.0,36.0,1.0
36,Male,Sales,Sales Executive,13.0,1.0,0,23.0,36.0,13.0
57,Male,Research & Development,Healthcare Representative,3.0,0.75,0,54.0,42.75,2.25
40,Female,Research & Development,Laboratory Technician,7.0,0.75,0,33.0,30.0,5.25
21,Male,Sales,Sales Representative,3.0,1.0,0,18.0,21.0,3.0
33,Female,Sales,Sales Representative,1.0,0.75,1,32.0,24.75,0.75
37,Female,Research & Development,Laboratory Technician,5.0,0.25,0,32.0,9.25,1.25
46,Female,Research & Development,Manufacturing Director,1.0,0.75,0,45.0,34.5,0.75
41,Male,Sales,Sales Executive,8.0,0.5,1,33.0,20.5,4.0
50,Male,Research & Development,Healthcare Representative,4.0,1.0,0,46.0,50.0,4.0
40,Male,Sales,Sales Executive,6.0,0.75,1,34.0,30.0,4.5
31,Male,Research & Development,Research Scientist,2.0,0.5,0,29.0,15.5,1.0
21,Female,Sales,Sales Representative,1.0,0.5,1,20.0,10.5,0.5
29,Male,Research & Development,Research Scientist,3.0,1.0,0,26.0,29.0,3.0
35,Male,Research & Development,Healthcare Representative,1.0,0.5,0,34.0,17.5,0.5
27,Male,Research & Development,Laboratory Technician,5.0,0.5,0,22.0,13.5,2.5
28,Male,Sales,Sales Executive,7.0,1.0,0,21.0,28.0,7.0
49,Male,Research & Development,Healthcare Representative,5.0,0.75,0,44.0,36.75,3.75
51,Female,Sales,Sales Executive,7.0,1.0,0,44.0,51.0,7.0
36,Female,Research & Development,Research Scientist,2.0,0.75,0,34.0,27.0,1.5
34,Male,Sales,Sales Executive,5.0,1.0,1,29.0,34.0,5.0
55,Female,Research & Development,Manager,5.0,1.0,0,50.0,55.0,5.0
24,Female,Sales,Sales Executive,5.0,0.75,0,19.0,18.0,3.75
30,Male,Sales,Sales Representative,1.0,0.5,0,29.0,15.0,0.5
26,Male,Research & Development,Research Scientist,6.0,0.25,1,20.0,6.5,1.5
22,Female,Research & Development,Research Scientist,2.0,0.5,0,20.0,11.0,1.0
36,Male,Sales,Sales Executive,10.0,0.75,0,26.0,27.0,7.5
30,Male,Research & Development,Research Scientist,1.0,1.0,1,29.0,30.0,1.0
37,Female,Research & Development,Laboratory Technician,18.0,0.25,0,19.0,9.25,4.5
40,Female,Sales,Sales Executive,5.0,0.5,0,35.0,20.0,2.5
42,Female,Research & Development,Laboratory Technician,5.0,0.25,0,37.0,10.5,1.25
37,Male,Research & Development,Manufacturing Director,1.0,0.5,0,36.0,18.5,0.5
43,Male,Research & Development,Research Director,21.5,0.5,0,21.5,21.5,10.75
40,Female,Research & Development,Laboratory Technician,1.0,0.75,0,39.0,30.0,0.75
54,Male,Research & Development,Research Director,4.0,0.25,0,50.0,13.5,1.0
34,Female,Sales,Sales Executive,3.0,0.75,0,31.0,25.5,2.25
31,Female,Research & Development,Manufacturing Director,13.0,0.25,0,18.0,7.75,3.25
43,Male,Research & Development,Laboratory Technician,3.0,1.0,0,40.0,43.0,3.0
43,Female,Research & Development,Healthcare Representative,5.0,0.75,0,38.0,32.25,3.75
25,Female,Sales,Sales Executive,5.0,1.0,0,20.0,25.0,5.0
37,Female,Research & Development,Research Scientist,13.0,0.75,0,24.0,27.75,9.75
31,Male,Research & Development,Laboratory Technician,4.0,0.25,0,27.0,7.75,1.0
39,Male,Research & Development,Manager,21.0,0.75,0,18.0,29.25,15.75
56,Female,Sales,Sales Executive,7.0,0.25,0,49.0,14.0,1.75
30,Female,Sales,Sales Executive,5.0,0.75,0,25.0,22.5,3.75
41,Male,Sales,Sales Executive,10.0,0.25,0,31.0,10.25,2.5
28,Male,Research & Development,Laboratory Technician,10.0,0.25,0,18.0,7.0,2.5
25,Male,Research & Development,Laboratory Technician,2.0,0.25,1,23.0,6.25,0.5
52,Male,Research & Development,Manufacturing Director,5.0,0.75,0,47.0,39.0,3.75
45,Male,Research & Development,Research Scientist,2.0,1.0,0,43.0,45.0,2.0
52,Female,Research & Development,Manager,5.0,1.0,0,47.0,52.0,5.0
42,Female,Research & Development,Research Scientist,5.0,0.75,0,37.0,31.5,3.75
30,Female,Research & Development,Manufacturing Director,5.0,1.0,0,25.0,30.0,5.0
60,Female,Research & Development,Manager,21.5,0.25,0,38.5,15.0,5.375
46,Female,Research & Development,Manufacturing Director,10.0,0.75,0,36.0,34.5,7.5
42,Female,Research & Development,Healthcare Representative,6.0,1.0,0,36.0,42.0,6.0
24,Female,Sales,Sales Representative,5.0,0.5,1,19.0,12.0,2.5
34,Female,Sales,Sales Representative,2.0,0.75,1,32.0,25.5,1.5
38,Male,Research & Development,Laboratory Technician,1.0,1.0,0,37.0,38.0,1.0
40,Female,Sales,Manager,20.0,0.75,0,20.0,30.0,15.0
26,Female,Research & Development,Research Scientist,3.0,1.0,0,23.0,26.0,3.0
29,Male,Research & Development,Research Director,10.0,0.75,0,19.0,21.75,7.5
29,Female,Research & Development,Research Scientist,2.0,0.5,1,27.0,14.5,1.0
19,Male,Human Resources,Human Resources,1.0,1.0,1,18.0,19.0,1.0
30,Female,Sales,Sales Executive,9.0,0.25,0,21.0,7.5,2.25
57,Male,Sales,Manager,1.0,1.0,0,56.0,57.0,1.0
50,Male,Research & Development,Manager,21.5,0.75,0,28.5,37.5,16.125
30,Female,Research & Development,Laboratory Technician,11.0,1.0,0,19.0,30.0,11.0
60,Female,Sales,Sales Executive,18.0,0.25,0,42.0,15.0,4.5
47,Female,Research & Development,Manufacturing Director,5.0,1.0,0,42.0,47.0,5.0
46,Male,Research & Development,Research Director,3.0,0.75,0,43.0,34.5,2.25
35,Male,Research & Development,Laboratory Technician,5.0,0.75,0,30.0,26.25,3.75
54,Female,Research & Development,Laboratory Technician,1.0,0.75,0,53.0,40.5,0.75
34,Male,Research & Development,Research Scientist,7.0,0.75,0,27.0,25.5,5.25
46,Female,Sales,Sales Executive,3.0,1.0,0,43.0,46.0,3.0
31,Male,Research & Development,Manufacturing Director,13.0,0.5,0,18.0,15.5,6.5
33,Male,Research & Development,Manager,7.0,0.75,1,26.0,24.75,5.25
33,Male,Research & Development,Laboratory Technician,4.0,1.0,1,29.0,33.0,4.0
30,Male,Sales,Sales Representative,3.0,0.5,0,27.0,15.0,1.5
35,Male,Research & Development,Healthcare Representative,8.0,0.75,0,27.0,26.25,6.0
31,Male,Research & Development,Healthcare Representative,1.0,0.75,1,30.0,23.25,0.75
34,Female,Human Resources,Human Resources,3.0,0.25,1,31.0,8.5,0.75
42,Male,Research & Development,Laboratory Technician,2.0,0.75,0,40.0,31.5,1.5
36,Male,Sales,Sales Executive,10.0,1.0,0,26.0,36.0,10.0
22,Male,Research & Development,Laboratory Technician,2.0,0.75,1,20.0,16.5,1.5
48,Female,Sales,Sales Executive,9.0,1.0,0,39.0,48.0,9.0
55,Female,Sales,Manager,10.0,0.5,0,45.0,27.5,5.0
41,Male,Sales,Sales Executive,14.0,1.0,0,27.0,41.0,14.0
35,Male,Sales,Sales Executive,11.0,0.75,0,24.0,26.25,8.25
40,Female,Research & Development,Manufacturing Director,20.0,0.75,0,20.0,30.0,15.0
39,Female,Research & Development,Laboratory Technician,8.0,0.75,0,31.0,29.25,6.0
31,Male,Sales,Sales Executive,6.0,1.0,0,25.0,31.0,6.0
42,Male,Research & Development,Manufacturing Director,10.0,0.25,0,32.0,10.5,2.5
45,Male,Sales,Sales Executive,8.0,0.5,0,37.0,22.5,4.0
26,Female,Human Resources,Human Resources,7.0,0.75,1,19.0,19.5,5.25
29,Male,Research & Development,Manufacturing Director,3.0,1.0,0,26.0,29.0,3.0
33,Female,Research & Development,Research Director,6.0,0.75,0,27.0,24.75,4.5
31,Male,Sales,Manager,5.0,1.0,0,26.0,31.0,5.0
18,Male,Sales,Sales Representative,0.0,0.5,1,18.0,9.0,0.0
40,Male,Sales,Sales Executive,1.0,0.25,0,39.0,10.0,0.25
41,Female,Research & Development,Healthcare Representative,8.0,0.75,0,33.0,30.75,6.0
26,Male,Sales,Sales Executive,0.0,0.75,0,26.0,19.5,0.0
35,Female,Sales,Sales Executive,5.0,0.75,0,30.0,26.25,3.75
34,Male,Sales,Sales Executive,10.0,1.0,0,24.0,34.0,10.0
26,Male,Research & Development,Laboratory Technician,1.0,1.0,1,25.0,26.0,1.0
37,Female,Research & Development,Manufacturing Director,6.0,1.0,0,31.0,37.0,6.0
46,Female,Research & Development,Healthcare Representative,2.0,0.75,0,44.0,34.5,1.5
41,Female,Sales,Manager,18.0,0.25,0,23.0,10.25,4.5
37,Male,Sales,Sales Executive,9.0,0.5,0,28.0,18.5,4.5
52,Male,Research & Development,Research Scientist,10.0,0.25,0,42.0,13.0,2.5
32,Male,Sales,Sales Executive,4.0,0.75,1,28.0,24.0,3.0
24,Male,Sales,Sales Representative,2.0,1.0,0,22.0,24.0,2.0
38,Female,Research & Development,Healthcare Representative,1.0,0.75,0,37.0,28.5,0.75
37,Female,Research & Development,Manufacturing Director,6.0,0.5,0,31.0,18.5,3.0
49,Male,Research & Development,Research Director,21.5,0.75,0,27.5,36.75,16.125
24,Male,Research & Development,Research Scientist,6.0,1.0,0,18.0,24.0,6.0
26,Male,Sales,Sales Executive,5.0,0.5,0,21.0,13.0,2.5
24,Male,Research & Development,Laboratory Technician,1.0,0.5,0,23.0,12.0,0.5
50,Male,Human Resources,Manager,21.5,0.5,0,28.5,25.0,10.75
25,Male,Sales,Sales Representative,7.0,0.75,0,18.0,18.75,5.25
24,Female,Research & Development,Laboratory Technician,6.0,0.75,1,18.0,18.0,4.5
30,Male,Sales,Sales Representative,1.0,0.25,1,29.0,7.5,0.25
34,Male,Research & Development,Research Scientist,6.0,1.0,0,28.0,34.0,6.0
31,Male,Sales,Sales Executive,3.0,0.25,1,28.0,7.75,0.75
35,Male,Research & Development,Laboratory Technician,3.0,1.0,0,32.0,35.0,3.0
27,Female,Research & Development,Research Scientist,5.0,0.75,0,22.0,20.25,3.75
37,Male,Sales,Sales Executive,3.0,0.75,0,34.0,27.75,2.25
20,Female,Research & Development,Research Scientist,1.0,0.5,0,19.0,10.0,0.5
42,Female,Research & Development,Healthcare Representative,10.0,1.0,0,32.0,42.0,10.0
43,Male,Research & Development,Research Director,1.0,1.0,0,42.0,43.0,1.0
38,Female,Research & Development,Research Scientist,0.0,0.25,0,38.0,9.5,0.0
43,Male,Research & Development,Laboratory Technician,8.0,0.75,0,35.0,32.25,6.0
48,Female,Research & Development,Manager,3.0,0.25,0,45.0,12.0,0.75
44,Female,Human Resources,Human Resources,2.0,0.75,0,42.0,33.0,1.5
34,Female,Sales,Sales Representative,8.0,0.75,0,26.0,25.5,6.0
27,Male,Sales,Sales Representative,4.0,0.25,1,23.0,6.75,1.0
21,Male,Sales,Sales Representative,3.0,0.75,0,18.0,15.75,2.25
44,Male,Research & Development,Manager,2.0,1.0,0,42.0,44.0,2.0
22,Male,Research & Development,Research Scientist,2.0,0.75,0,20.0,16.5,1.5
33,Male,Sales,Sales Executive,5.0,0.75,0,28.0,24.75,3.75
32,Female,Research & Development,Research Scientist,6.0,1.0,0,26.0,32.0,6.0
30,Female,Research & Development,Research Scientist,1.0,0.75,0,29.0,22.5,0.75
53,Female,Sales,Sales Executive,14.0,0.25,0,39.0,13.25,3.5
34,Male,Research & Development,Research Scientist,10.0,1.0,0,24.0,34.0,10.0
45,Female,Sales,Sales Executive,1.0,0.25,1,44.0,11.25,0.25
26,Female,Research & Development,Laboratory Technician,3.0,1.0,0,23.0,26.0,3.0
37,Male,Research & Development,Manufacturing Director,10.0,0.75,0,27.0,27.75,7.5
29,Female,Sales,Sales Executive,6.0,0.75,0,23.0,21.75,4.5
35,Male,Research & Development,Research Scientist,17.0,1.0,0,18.0,35.0,17.0
33,Male,Research & Development,Healthcare Representative,13.0,1.0,0,20.0,33.0,13.0
54,Male,Human Resources,Human Resources,9.0,0.5,0,45.0,27.0,4.5
27,Male,Research & Development,Research Scientist,4.0,1.0,0,23.0,27.0,4.0
20,Male,Research & Development,Research Scientist,1.0,0.75,1,19.0,15.0,0.75
33,Male,Research & Development,Research Scientist,10.0,0.25,1,23.0,8.25,2.5
35,Male,Research & Development,Laboratory Technician,1.0,0.75,0,34.0,26.25,0.75
23,Male,Research & Development,Research Scientist,3.0,0.25,0,20.0,5.75,0.75
25,Male,Sales,Sales Executive,3.0,0.5,0,22.0,12.5,1.5
38,Female,Sales,Sales Executive,7.0,1.0,0,31.0,38.0,7.0
29,Male,Research & Development,Research Scientist,10.0,1.0,0,19.0,29.0,10.0
48,Male,Sales,Sales Executive,2.0,0.5,0,46.0,24.0,1.0
27,Female,Sales,Sales Executive,6.0,1.0,0,21.0,27.0,6.0
37,Male,Research & Development,Research Scientist,1.0,1.0,0,36.0,37.0,1.0
50,Male,Research & Development,Laboratory Technician,20.0,0.75,0,30.0,37.5,15.0
34,Female,Research & Development,Healthcare Representative,8.0,0.5,0,26.0,17.0,4.0
24,Female,Sales,Sales Executive,2.0,0.75,1,22.0,18.0,1.5
39,Female,Research & Development,Healthcare Representative,20.0,0.75,0,19.0,29.25,15.0
32,Male,Sales,Sales Executive,10.0,1.0,0,22.0,32.0,10.0
50,Male,Sales,Sales Executive,4.0,0.75,1,46.0,37.5,3.0
38,Female,Research & Development,Healthcare Representative,9.0,1.0,0,29.0,38.0,9.0
27,Female,Research & Development,Manufacturing Director,9.0,0.25,0,18.0,6.75,2.25
32,Female,Research & Development,Research Director,7.0,1.0,0,25.0,32.0,7.0
47,Male,Sales,Sales Executive,7.0,0.25,0,40.0,11.75,1.75
40,Male,Sales,Sales Executive,18.0,0.25,0,22.0,10.0,4.5
41,Male,Human Resources,Manager,21.0,1.0,0,20.0,41.0,21.0
60,Male,Sales,Sales Executive,2.0,0.25,0,58.0,15.0,0.5
27,Male,Research & Development,Manufacturing Director,9.0,0.25,0,18.0,6.75,2.25
41,Male,Human Resources,Manager,21.5,0.75,0,19.5,30.75,16.125
50,Male,Sales,Sales Representative,2.0,0.5,0,48.0,25.0,1.0
28,Female,Research & Development,Research Scientist,7.0,0.5,1,21.0,14.0,3.5
36,Female,Research & Development,Research Director,8.0,0.25,0,28.0,9.0,2.0
38,Female,Research & Development,Manufacturing Director,1.0,0.75,0,37.0,28.5,0.75
44,Male,Research & Development,Laboratory Technician,5.0,0.75,0,39.0,33.0,3.75
47,Female,Sales,Sales Executive,21.5,0.75,0,25.5,35.25,16.125
30,Male,Sales,Sales Executive,8.0,1.0,0,22.0,30.0,8.0
29,Male,Sales,Sales Representative,1.0,0.75,0,28.0,21.75,0.75
42,Male,Research & Development,Research Scientist,2.0,0.75,1,40.0,31.5,1.5
43,Male,Sales,Sales Executive,2.0,1.0,0,41.0,43.0,2.0
34,Female,Research & Development,Healthcare Representative,5.0,0.75,0,29.0,25.5,3.75
23,Male,Research & Development,Laboratory Technician,4.0,0.25,0,19.0,5.75,1.0
39,Female,Human Resources,Human Resources,8.0,0.5,0,31.0,19.5,4.0
56,Male,Research & Development,Healthcare Representative,10.0,1.0,0,46.0,56.0,10.0
40,Female,Research & Development,Research Scientist,4.0,1.0,0,36.0,40.0,4.0
27,Female,Research & Development,Healthcare Representative,7.0,0.25,0,20.0,6.75,1.75
29,Male,Sales,Sales Representative,2.0,0.5,0,27.0,14.5,1.0
53,Male,Research & Development,Laboratory Technician,2.0,1.0,0,51.0,53.0,2.0
35,Female,Research & Development,Healthcare Representative,1.0,0.25,0,34.0,8.75,0.25
32,Male,Research & Development,Laboratory Technician,10.0,1.0,0,22.0,32.0,10.0
38,Male,Research & Development,Research Scientist,1.0,0.75,0,37.0,28.5,0.75
34,Female,Research & Development,Manufacturing Director,0.0,0.25,0,34.0,8.5,0.0
52,Male,Sales,Manager,21.5,0.25,0,30.5,13.0,5.375
33,Male,Research & Development,Research Scientist,10.0,1.0,1,23.0,33.0,10.0
25,Female,Sales,Sales Executive,6.0,1.0,0,19.0,25.0,6.0
45,Male,Sales,Sales Representative,8.0,0.75,0,37.0,33.75,6.0
23,Male,Research & Development,Research Scientist,2.0,0.75,0,21.0,17.25,1.5
47,Female,Sales,Sales Executive,5.0,0.75,1,42.0,35.25,3.75
34,Male,Sales,Sales Executive,6.0,1.0,0,28.0,34.0,6.0
55,Male,Research & Development,Manager,5.0,0.25,1,50.0,13.75,1.25
36,Male,Sales,Sales Executive,10.0,0.25,0,26.0,9.0,2.5
52,Male,Research & Development,Research Scientist,4.0,1.0,0,48.0,52.0,4.0
26,Female,Research & Development,Laboratory Technician,2.0,1.0,0,24.0,26.0,2.0
29,Female,Research & Development,Healthcare Representative,8.0,0.75,0,21.0,21.75,6.0
26,Male,Sales,Sales Executive,4.0,0.25,1,22.0,6.5,1.0
34,Female,Research & Development,Research Scientist,4.0,1.0,0,30.0,34.0,4.0
54,Female,Research & Development,Manufacturing Director,5.0,0.25,0,49.0,13.5,1.25
27,Male,Sales,Sales Executive,4.0,1.0,0,23.0,27.0,4.0
37,Female,Research & Development,Research Scientist,5.0,0.25,0,32.0,9.25,1.25
38,Female,Research & Development,Manufacturing Director,15.0,0.25,0,23.0,9.5,3.75
34,Female,Research & Development,Research Scientist,6.0,0.25,0,28.0,8.5,1.5
